525,924
0,0
3,9
1263,0
1380,246
0,0
3,9
573,975
909,1505
0,0
3,9
836,557
1002,1014
0,0
3,9
491,687
654,994
0,0
3,9
2100,672
2377,1424
0,0
4,0
626,532
897,1261
0,0
4,1
2261,430
2569,1173
0,0
4,1
1420,39
1750,678
0,0
4,1
2104,451
2364,1192
0,0
4,1
1268,5
1489,498
0,0
4,1
2118,5
2337,341
0,0
4,1
2380,17
2598,289
0,0
4,1
1813,9
2027,191
0,0
4,1
893,8
1096,421
0,0
4,2
900,400
1326,1144
0,0
4,2
561,1
780,516
0,0
4,2
1216,161
1486,803
0,0
4,2
438,0
645,503
0,0
4,2
7,7
146,296
0,0
4,2
24,194
305,954
0,0
4,3
715,110
1052,848
0,0
4,3
2335,25
2573,529
0,0
4,3
2573,0
2675,651
0,0
4,3
186,263
470,896
0,0
4,3
1874,558
2284,1409
0,0
4,4
0,15
173,685
0,0
4,4
367,106
586,662
0,0
4,4
239,0
434,577
0,0
4,4
952,0
1056,87
0,0
4,4
1128,786
1497,1485
0,0
4,5
1889,15
2074,120
0,0
4,5
1739,6
1919,94
0,0
4,5
2138,95
2354,842
0,0
4,6
2557,16
2673,496
0,0
4,6
1869,184
2023,640
0,0
4,6
779,1042
1202,1505
0,0
4,7
2331,692
2661,1494
0,0
4,7
1944,431
2244,1027
0,0
4,7
421,1017
829,1500
0,0
4,7
1729,1004
2031,1494
0,0
4,7
2212,115
2483,938
0,0
4,7
2114,1249
2385,1499
0,0
4,7
149,15
364,440
0,0
4,7
295,0
457,414
0,0
4,7
894,2
1064,304
0,0
4,7
2087,10
2330,398
0,0
4,7
0,13
96,506
0,0
4,7
840,80
1190,874
0,0
4,8
75,475
393,1312
0,0
4,8
525,499
800,1336
0,0
4,8
1699,12
2124,773
0,0
4,8
646,884
951,1505
0,0
4,8
752,18
969,571
0,0
4,8
332,156
545,564
0,0
4,8
446,11
628,542
0,0
4,8
589,3
896,142
0,0
4,9
1539,21
1927,1021
0,0
5,0
2097,220
2537,1013
0,0
5,0
1196,102
1631,1055
0,0
5,1
1578,85
1973,1088
0,0
5,1
805,2
1289,925
0,0
5,1
2195,145
2281,396
0,0
5,1
907,0
1275,947
0,0
5,2
655,0
1095,984
0,0
5,2
257,13
599,627
0,0
5,2
1180,103
1540,1134
0,0
5,3
913,152
1299,1183
0,0
5,3
394,0
749,855
0,0
5,3
1100,534
1465,1498
0,0
5,4
691,622
1123,1460
0,0
5,4
2330,641
2675,1505
0,0
5,5
846,752
1241,1505
0,0
5,6
131,800
458,1472
0,0
5,6
409,466
888,1505
0,0
5,6
1860,105
2291,1237
0,0
5,6
436,26
762,512
0,0
5,7
809,18
1119,573
0,0
5,7
1746,14
1984,380
0,0
5,7
2020,26
2434,722
0,0
5,7
226,58
710,1143
0,0
5,8
549,8
1004,293
0,0
5,8
1204,364
1914,1214
0,0
6,4
845,17
1123,342
0,0
6,4
1233,29
1459,287
0,0
6,4
1872,139
2479,1505
0,0
6,5
2355,8
2671,344
0,0
6,5
835,0
1272,521
0,0
6,6
182,0
481,247
0,0
6,6
465,0
792,237
0,0
6,6
1136,1034
1577,1505
0,0
6,7
1874,877
2300,1384
0,0
6,7
663,1252
954,1501
0,0
6,7
1964,15
2422,380
0,0
7,5
563,5
1012,1055
0,0
7,7
